,Times,Total_S,Total_A,Total_B,Total_P,SA_Flux,AB_Flux,BP_Flux,fs,fa,fb,fp
0,-0.1,103.76113884613373,0.0,0.0,0.0,8.951207857140918,0.0,0.0,1.0384834655197257,0.0,0.0,0.0
1,9.9,103.32200402829281,45.27917168701095,32.12989195536627,8.71803081666342,9.097518967371197,5.273400870067646,1.4811154687437074,1.0193212336600939,0.9509347751842773,0.9779709633711035,1.034811623610847
2,19.900000000000002,109.97669446152783,85.79387271889729,77.10023403770265,26.354551010026384,9.150175846370603,5.282013917094634,1.6926496481446762,1.0014781716852974,0.997991769919795,1.0136913793554956,0.9872975036160925
3,29.900000000000002,107.9047186071347,113.29940579230353,86.4633858115887,48.40286154520369,8.91831365814602,5.791754050069642,1.8030452889963826,1.0106528880452579,1.0218071305104863,1.0053011237863192,0.9836084508468678
4,39.900000000000006,87.97697930996335,179.0354065440822,158.9416830471293,54.50594628162084,8.639789535890666,5.708899908976169,1.8626039717131075,0.9710600448476041,0.9926246156343602,0.9861004596736347,1.0069373418044538
5,49.900000000000006,106.98002577316458,195.08124106209308,195.82990657858895,83.00620528955034,9.350537415613628,5.529596263677982,1.9157602293083325,1.0060265875754075,0.9889874487109593,1.0128736595155705,1.0106519923231128
6,59.900000000000006,0.0,127.69800709617327,237.33793306703825,101.4902023954052,0.0,5.5617082451316335,1.92625159122483,0.0,0.9828480859963441,0.9575820288212145,0.9936080840776059
7,69.9,0.0,72.66652629702568,321.9161047462305,116.72771029536437,0.0,5.323879850972913,1.9550849470826657,0.0,0.9747121336690675,0.992124382287834,1.019186078833329
8,79.9,0.0,24.992375146540198,285.17001619833616,153.77453727533427,0.0,4.72040352196202,1.9308317251650235,0.0,1.0114394070693158,1.0138647204266118,0.9826408754400027
9,89.9,0.0,1.9351973131101319,235.515117795387,139.783817923012,0.0,0.8815599400658132,1.924066494194324,0.0,0.9864856717646208,0.9939842743531827,1.0239314613586599
10,99.9,0.0,0.0043261616154227495,303.38090618244996,179.48879246311185,0.0,0.002706323471848082,1.926584322656124,0.0,1.0115610410346356,0.993606046885697,1.0057959958956313
